Number of pairs,46245.000000
Number of unique pairs,5867
Average pair frequency,7.882223
Pair entropy,8.084944

Pair,Frequency,Proportion,Entropy Term,Mutual Information
shoe fit,58.000000,0.001254,0.008380,0.928901
shoe order,5.000000,0.000108,0.000987,0.428579
shoe design,5.000000,0.000108,0.000987,1.043525
shoe awesome,10.000000,0.000216,0.001825,0.680235
shoe color,9.000000,0.000195,0.001663,0.480964
shoe perfect,28.000000,0.000605,0.004486,0.983421
shoe lot,5.000000,0.000108,0.000987,0.753633
shoe support,11.000000,0.000238,0.001985,0.748230
shoe fits,38.000000,0.000822,0.005838,2.027620
shoe little,27.000000,0.000584,0.004347,1.203483
shoe big,10.000000,0.000216,0.001825,1.165743
shoe wore,3.000000,0.000065,0.000626,0.423806
shoe needed,6.000000,0.000130,0.001161,1.420635
shoe need,4.000000,0.000086,0.000809,0.394478
shoe pair,11.000000,0.000238,0.001985,-0.250772
shoe came,8.000000,0.000173,0.001499,1.076131
shoe ordered,8.000000,0.000173,0.001499,0.560744
shoe old,4.000000,0.000086,0.000809,0.177132
shoe bought,19.000000,0.000411,0.003204,0.863691
shoe day,5.000000,0.000108,0.000987,-0.104018
shoe doesnt,5.000000,0.000108,0.000987,1.376464
shoe going,6.000000,0.000130,0.001161,1.510583
shoe air,3.000000,0.000065,0.000626,-0.151558
shoe looks,28.000000,0.000605,0.004486,2.068730
shoe purchase,7.000000,0.000151,0.001331,0.942599
shoe wasnt,4.000000,0.000086,0.000809,1.810100
shoe way,11.000000,0.000238,0.001985,1.296680
shoe feel,9.000000,0.000195,0.001663,0.426455
shoe walk,4.000000,0.000086,0.000809,0.913041
shoe different,5.000000,0.000108,0.000987,0.808069
shoe sizes,4.000000,0.000086,0.000809,1.299274
shoe super,3.000000,0.000065,0.000626,0.078304
shoe ran,3.000000,0.000065,0.000626,1.571208
shoe shipping,4.000000,0.000086,0.000809,0.316661
shoe tight,13.000000,0.000281,0.002299,1.177349
shoe time,9.000000,0.000195,0.001663,0.227473
shoe wear,18.000000,0.000389,0.003056,0.409360
shoe laces,14.000000,0.000303,0.002453,2.278744
shoe better,8.000000,0.000173,0.001499,0.913041
shoe box,12.000000,0.000259,0.002143,1.458996
shoe excellent,8.000000,0.000173,0.001499,0.414917
shoe heel,4.000000,0.000086,0.000809,1.141050
shoe smaller,4.000000,0.000086,0.000809,0.856422
shoe use,3.000000,0.000065,0.000626,0.018341
shoe comfort,7.000000,0.000151,0.001331,1.144541
shoe service,4.000000,0.000086,0.000809,1.271104
shoe days,6.000000,0.000130,0.001161,1.368267
shoe delivery,3.000000,0.000065,0.000626,0.447903
shoe worth,3.000000,0.000065,0.000626,0.716793
shoe gives,5.000000,0.000108,0.000987,3.205964
shoe happy,4.000000,0.000086,0.000809,-0.104720
shoe absolutely,5.000000,0.000108,0.000987,1.227618
shoe appears,3.000000,0.000065,0.000626,3.062863
shoe definitely,11.000000,0.000238,0.001985,1.632117
shoe money,5.000000,0.000108,0.000987,1.364194
shoe sole,5.000000,0.000108,0.000987,0.958729
shoe style,7.000000,0.000151,0.001331,0.936901
shoe good,36.000000,0.000778,0.005572,0.531226
shoe purchased,5.000000,0.000108,0.000987,0.773701
shoe perfectly,10.000000,0.000216,0.001825,1.310769
shoe gave,3.000000,0.000065,0.000626,1.388887
shoe sent,5.000000,0.000108,0.000987,2.336926
shoe grandson,3.000000,0.000065,0.000626,0.685377
shoe person,4.000000,0.000086,0.000809,1.596526
shoe comfortable,51.000000,0.001103,0.007510,0.709933
shoe theyre,4.000000,0.000086,0.000809,0.447903
shoe stylish,3.000000,0.000065,0.000626,0.841247
shoe deal,3.000000,0.000065,0.000626,1.252754
shoe fake,3.000000,0.000065,0.000626,1.348065
shoe foot,10.000000,0.000216,0.001825,0.566907
shoe want,3.000000,0.000065,0.000626,0.447903
shoe grip,3.000000,0.000065,0.000626,1.055395
shoe gym,3.000000,0.000065,0.000626,0.853368
shoe wearing,8.000000,0.000173,0.001499,0.838239
shoe running,15.000000,0.000324,0.002606,0.911101
shoe hurt,3.000000,0.000065,0.000626,1.055395
shoe ive,27.000000,0.000584,0.004347,1.746885
shoe far,4.000000,0.000086,0.000809,0.838239
shoe snug,6.000000,0.000130,0.001161,1.182550
shoe slightly,5.000000,0.000108,0.000987,1.551405
shoe right,7.000000,0.000151,0.001331,0.746093
shoe arrived,3.000000,0.000065,0.000626,0.304261
shoe basketball,9.000000,0.000195,0.001663,1.554679
shoe comfy,3.000000,0.000065,0.000626,0.172491
shoe hard,6.000000,0.000130,0.001161,1.243705
shoe pretty,4.000000,0.000086,0.000809,0.893809
shoe used,7.000000,0.000151,0.001331,1.271104
shoe court,3.000000,0.000065,0.000626,1.763580
shoe looking,6.000000,0.000130,0.001161,0.249452
shoe true,6.000000,0.000130,0.001161,1.289796
shoe actually,4.000000,0.000086,0.000809,1.257310
shoe recommend,5.000000,0.000108,0.000987,0.372750
shoe ok,4.000000,0.000086,0.000809,1.165743
shoe year,7.000000,0.000151,0.001331,0.892450
shoe long,9.000000,0.000195,0.001663,1.188216
shoe highly,3.000000,0.000065,0.000626,0.817436
shoe recommended,4.000000,0.000086,0.000809,1.635747
shoe started,4.000000,0.000086,0.000809,1.635747
shoe thicker,3.000000,0.000065,0.000626,2.369716
shoe br,4.000000,0.000086,0.000809,0.167872
shoe felt,4.000000,0.000086,0.000809,1.141050
shoe tongue,8.000000,0.000173,0.001499,2.051262
shoe walked,3.000000,0.000065,0.000626,2.001991
shoe husband,4.000000,0.000086,0.000809,0.497914
shoe try,3.000000,0.000065,0.000626,0.878061
shoe works,3.000000,0.000065,0.000626,1.622501
shoe value,5.000000,0.000108,0.000987,2.215565
shoe wanted,3.000000,0.000065,0.000626,0.377286
shoe didnt,6.000000,0.000130,0.001161,0.794179
shoe amazing,7.000000,0.000151,0.001331,1.311595
shoe best,9.000000,0.000195,0.001663,0.809624
shoe extremely,5.000000,0.000108,0.000987,1.155793
shoe runs,17.000000,0.000368,0.002907,2.331250
shoe pleased,3.000000,0.000065,0.000626,0.890640
shoe price,34.000000,0.000735,0.005305,1.734592
shoe arch,7.000000,0.000151,0.001331,1.083505
shoe feels,12.000000,0.000259,0.002143,1.982943
shoe work,4.000000,0.000086,0.000809,0.371620
shoe months,4.000000,0.000086,0.000809,1.025981
shoe worn,15.000000,0.000324,0.002606,1.682140
shoe makes,3.000000,0.000065,0.000626,1.011592
shoe brand,6.000000,0.000130,0.001161,1.571208
shoe son,12.000000,0.000259,0.002143,0.345596
shoe loves,4.000000,0.000086,0.000809,-0.780167
shoe quality,10.000000,0.000216,0.001825,0.903379
shoe amazon,3.000000,0.000065,0.000626,0.311328
shoe lightweight,5.000000,0.000108,0.000987,1.282277
shoe people,3.000000,0.000065,0.000626,1.085700
shoe short,3.000000,0.000065,0.000626,1.704740
shoe exactly,4.000000,0.000086,0.000809,0.613296
shoe times,3.000000,0.000065,0.000626,1.182550
shoe fine,4.000000,0.000086,0.000809,0.993893
shoe leather,3.000000,0.000065,0.000626,0.997408
shoe month,3.000000,0.000065,0.000626,1.453425
shoe fast,9.000000,0.000195,0.001663,0.886429
shoe black,5.000000,0.000108,0.000987,1.025981
shoe casual,9.000000,0.000195,0.001663,2.747782
shoe does,6.000000,0.000130,0.001161,1.733727
shoe authentic,4.000000,0.000086,0.000809,1.676569
shoe model,3.000000,0.000065,0.000626,1.453425
shoe looked,6.000000,0.000130,0.001161,1.810100
shoe large,5.000000,0.000108,0.000987,1.414204
shoe helps,3.000000,0.000065,0.000626,2.315649
shoe miles,3.000000,0.000065,0.000626,1.182550
shoe ordering,3.000000,0.000065,0.000626,1.308844
shoe sure,3.000000,0.000065,0.000626,0.635115
shoe easy,3.000000,0.000065,0.000626,0.983421
shoe owned,11.000000,0.000238,0.001985,1.934398
shoe uncomfortable,3.000000,0.000065,0.000626,1.252754
shoe kids,4.000000,0.000086,0.000809,1.719128
shoe stores,3.000000,0.000065,0.000626,1.596526
shoe needs,4.000000,0.000086,0.000809,2.289673
shoe overall,6.000000,0.000130,0.001161,1.358115
shoe wider,6.000000,0.000130,0.001161,1.778847
shoe durable,3.000000,0.000065,0.000626,1.055395
shoe choice,3.000000,0.000065,0.000626,1.858890
shoe store,15.000000,0.000324,0.002606,2.450685
shoe item,3.000000,0.000065,0.000626,0.956022
shoe strings,3.000000,0.000065,0.000626,3.650650
shoe hold,3.000000,0.000065,0.000626,1.763580
shoe isnt,3.000000,0.000065,0.000626,1.892792
shoe provides,4.000000,0.000086,0.000809,2.657398
shoe lasted,3.000000,0.000065,0.000626,1.453425
shoe distance,3.000000,0.000065,0.000626,3.062863
shoe cheaper,3.000000,0.000065,0.000626,1.892792
shoe quite,4.000000,0.000086,0.000809,1.577478
shoe grey,3.000000,0.000065,0.000626,2.082034
shoe faster,3.000000,0.000065,0.000626,2.264355
shoe golf,7.000000,0.000151,0.001331,0.266744
shoe based,4.000000,0.000086,0.000809,2.503247
shoe mind,3.000000,0.000065,0.000626,2.426874
shoe changed,3.000000,0.000065,0.000626,2.487499
shoe easily,3.000000,0.000065,0.000626,1.649170
shoe flexible,3.000000,0.000065,0.000626,1.649170
shoe plenty,3.000000,0.000065,0.000626,1.892792
shoe sizing,4.000000,0.000086,0.000809,1.858890
shoe id,3.000000,0.000065,0.000626,1.409940
shoe stretcher,3.000000,0.000065,0.000626,4.161475
shoe keeps,3.000000,0.000065,0.000626,2.775181
shoe falling,3.000000,0.000065,0.000626,2.552037
shoe ripped,6.000000,0.000130,0.001161,2.908712
shoe bends,3.000000,0.000065,0.000626,4.161475
shoe lace,4.000000,0.000086,0.000809,2.289673
shoe styling,3.000000,0.000065,0.000626,3.314177
tighter expected,3.000000,0.000065,0.000626,4.203260
shoes nice,45.000000,0.000973,0.006748,0.696789
shoes look,68.000000,0.001470,0.009590,1.437775
shoes like,45.000000,0.000973,0.006748,0.511205
shoes did,13.000000,0.000281,0.002299,0.995086
shoes years,21.000000,0.000454,0.003495,1.462537
shoes real,7.000000,0.000151,0.001331,1.106465
shoes great,184.000000,0.003979,0.021990,0.976828
shoes light,32.000000,0.000692,0.005035,1.371721
shoes make,11.000000,0.000238,0.001985,1.091616
shoes shoe,21.000000,0.000454,0.003495,-0.978237
shoes expected,29.000000,0.000627,0.004624,0.772615
shoes thanks,4.000000,0.000086,0.000809,-0.165107
shoes nike,29.000000,0.000627,0.004624,0.247019
shoes love,48.000000,0.001038,0.007131,0.159121
shoes colors,7.000000,0.000151,0.001331,0.426057
shoes white,3.000000,0.000065,0.000626,0.338155
shoes run,50.000000,0.001081,0.007384,1.695822
shoes small,42.000000,0.000908,0.006361,1.077357
shoes size,41.000000,0.000887,0.006231,0.095229
shoes narrow,42.000000,0.000908,0.006361,1.486929
shoes feet,21.000000,0.000454,0.003495,0.165996
shoes really,42.000000,0.000908,0.006361,1.104357
shoes wide,10.000000,0.000216,0.001825,0.339526
shoes bigger,6.000000,0.000130,0.001161,0.345028
shoes fit,160.000000,0.003460,0.019605,1.312159
shoes nikes,4.000000,0.000086,0.000809,-0.271089
shoes order,12.000000,0.000259,0.002143,0.672575
shoes favorite,4.000000,0.000086,0.000809,0.224949
shoes design,6.000000,0.000130,0.001161,0.594374
shoes awesome,37.000000,0.000800,0.005705,1.357095
shoes color,20.000000,0.000432,0.003350,0.647999
shoes perfect,66.000000,0.001427,0.009351,1.209399
shoes lot,9.000000,0.000195,0.001663,0.709947
shoes support,15.000000,0.000324,0.002606,0.426912
shoes say,10.000000,0.000216,0.001825,1.096389
shoes know,3.000000,0.000065,0.000626,-0.015776
shoes fits,9.000000,0.000195,0.001663,-0.044214
shoes little,45.000000,0.000973,0.006748,1.082836
shoes big,11.000000,0.000238,0.001985,0.629580
shoes havent,5.000000,0.000108,0.000987,1.132107
shoes wore,5.000000,0.000108,0.000987,0.303159
shoes pairs,3.000000,0.000065,0.000626,-0.238920
shoes need,10.000000,0.000216,0.001825,0.679296
shoes pair,28.000000,0.000605,0.004486,0.052065
shoes sneakers,8.000000,0.000173,0.001499,-0.003684
shoes came,24.000000,0.000519,0.003925,1.543270
shoes dirty,4.000000,0.000086,0.000809,1.278711
shoes ankle,3.000000,0.000065,0.000626,0.197798
shoes ordered,15.000000,0.000324,0.002606,0.557880
shoes old,20.000000,0.000432,0.003350,1.155097
shoes disappointed,7.000000,0.000151,0.001331,1.365039
shoes bought,41.000000,0.000887,0.006231,1.001351
shoes daughter,8.000000,0.000173,0.001499,0.765257
shoes day,18.000000,0.000389,0.003056,0.545444
shoes doesnt,4.000000,0.000086,0.000809,0.521848
shoes having,3.000000,0.000065,0.000626,0.844425
shoes air,9.000000,0.000195,0.001663,0.315581
shoes thank,8.000000,0.000173,0.001499,0.612232
shoes half,13.000000,0.000281,0.002299,0.626892
shoes cost,3.000000,0.000065,0.000626,1.537572
shoes looks,10.000000,0.000216,0.001825,0.407638
shoes purchase,4.000000,0.000086,0.000809,-0.248489
shoes received,13.000000,0.000281,0.002299,1.422123
shoes way,15.000000,0.000324,0.002606,0.975363
shoes return,3.000000,0.000065,0.000626,-0.313028
shoes getting,4.000000,0.000086,0.000809,0.572492
shoes feel,31.000000,0.000670,0.004899,1.031745
shoes walk,4.000000,0.000086,0.000809,0.281568
shoes different,17.000000,0.000368,0.002907,1.400371
shoes ill,5.000000,0.000108,0.000987,1.310799
shoes super,9.000000,0.000195,0.001663,0.545444
shoes ran,9.000000,0.000195,0.001663,2.038348
shoes pain,3.000000,0.000065,0.000626,0.890945
shoes shipping,9.000000,0.000195,0.001663,0.496119
shoes tight,21.000000,0.000454,0.003495,1.025449
shoes time,29.000000,0.000627,0.004624,0.766072
shoes wear,45.000000,0.000973,0.006748,0.694178
shoes laces,5.000000,0.000108,0.000987,0.617652
shoes better,16.000000,0.000346,0.002757,0.974715
shoes satisfied,5.000000,0.000108,0.000987,0.685093
shoes fitted,3.000000,0.000065,0.000626,1.632883
shoes box,13.000000,0.000281,0.002299,0.907566
shoes think,4.000000,0.000086,0.000809,0.154123
shoes excellent,18.000000,0.000389,0.003056,0.594374
shoes heel,4.000000,0.000086,0.000809,0.509578
shoes smaller,6.000000,0.000130,0.001161,0.630414
shoes use,8.000000,0.000173,0.001499,0.367697
shoes comfort,5.000000,0.000108,0.000987,0.176596
shoes service,8.000000,0.000173,0.001499,1.332778
shoes days,7.000000,0.000151,0.001331,0.890945
shoes delivery,5.000000,0.000108,0.000987,0.327256
shoes worth,4.000000,0.000086,0.000809,0.373002
shoes happy,9.000000,0.000195,0.001663,0.074738
shoes absolutely,4.000000,0.000086,0.000809,0.373002
shoes width,4.000000,0.000086,0.000809,0.341586
shoes weight,9.000000,0.000195,0.001663,1.132107
shoes fantastic,4.000000,0.000086,0.000809,1.227417
shoes definitely,7.000000,0.000151,0.001331,0.548659
shoes style,4.000000,0.000086,0.000809,-0.254187
shoes good,70.000000,0.001514,0.009829,0.564730
shoes beautiful,7.000000,0.000151,0.001331,1.301525
shoes purchased,13.000000,0.000281,0.002299,1.097740
shoes today,4.000000,0.000086,0.000809,1.482310
shoes perfectly,17.000000,0.000368,0.002907,1.209924
shoes soles,3.000000,0.000065,0.000626,0.469732
shoes toe,4.000000,0.000086,0.000809,-0.060437
shoes gave,4.000000,0.000086,0.000809,1.045096
shoes grandson,10.000000,0.000216,0.001825,1.257877
shoes person,6.000000,0.000130,0.001161,1.370518
shoes comfortable,149.000000,0.003222,0.018487,1.150581
shoes theyre,7.000000,0.000151,0.001331,0.376046
shoes stylish,8.000000,0.000173,0.001499,1.190604
shoes deal,3.000000,0.000065,0.000626,0.621282
shoes fake,6.000000,0.000130,0.001161,1.409739
shoes foot,8.000000,0.000173,0.001499,-0.287710
shoes training,4.000000,0.000086,0.000809,1.066149
shoes grip,6.000000,0.000130,0.001161,1.117069
shoes gym,3.000000,0.000065,0.000626,0.221896
shoes wearing,6.000000,0.000130,0.001161,-0.080915
shoes running,18.000000,0.000389,0.003056,0.461950
shoes hurt,4.000000,0.000086,0.000809,0.711604
shoes hoping,3.000000,0.000065,0.000626,1.194628
shoes help,8.000000,0.000173,0.001499,1.848244
shoes ive,51.000000,0.001103,0.007510,1.751401
shoes compliments,3.000000,0.000065,0.000626,-0.044214
shoes second,5.000000,0.000108,0.000987,0.377267
shoes far,8.000000,0.000173,0.001499,0.899914
shoes snug,10.000000,0.000216,0.001825,1.061903
shoes exact,3.000000,0.000065,0.000626,1.162879
shoes offer,4.000000,0.000086,0.000809,2.083084
shoes slightly,3.000000,0.000065,0.000626,0.409107
shoes usually,3.000000,0.000065,0.000626,0.053904
shoes right,11.000000,0.000238,0.001985,0.566606
shoes probably,5.000000,0.000108,0.000987,1.096389
shoes bother,3.000000,0.000065,0.000626,2.143708
shoes arrived,23.000000,0.000497,0.003783,1.709670
shoes seller,8.000000,0.000173,0.001499,0.955484
shoes basketball,8.000000,0.000173,0.001499,0.805423
shoes comfy,13.000000,0.000281,0.002299,1.007356
shoes hard,7.000000,0.000151,0.001331,0.766383
shoes play,8.000000,0.000173,0.001499,1.098585
shoes pretty,6.000000,0.000130,0.001161,0.667802
shoes tennis,4.000000,0.000086,0.000809,0.838760
shoes used,8.000000,0.000173,0.001499,0.773162
shoes week,4.000000,0.000086,0.000809,0.383697
shoes looking,13.000000,0.000281,0.002299,0.391169
shoes true,4.000000,0.000086,0.000809,0.252858
shoes life,8.000000,0.000173,0.001499,2.518402
shoes larger,6.000000,0.000130,0.001161,0.409107
shoes normally,4.000000,0.000086,0.000809,0.711604
shoes boy,4.000000,0.000086,0.000809,1.584092
shoes correct,3.000000,0.000065,0.000626,1.409739
shoes kid,3.000000,0.000065,0.000626,0.965053
shoes comfortably,3.000000,0.000065,0.000626,1.261319
shoes actually,8.000000,0.000173,0.001499,1.318985
shoes recommend,4.000000,0.000086,0.000809,-0.481866
shoes ok,6.000000,0.000130,0.001161,0.939735
shoes year,22.000000,0.000476,0.003640,1.406109
shoes walking,10.000000,0.000216,0.001825,0.617652
shoes long,11.000000,0.000238,0.001985,0.757414
shoes highly,5.000000,0.000108,0.000987,0.696789
shoes started,6.000000,0.000130,0.001161,1.409739
shoes br,6.000000,0.000130,0.001161,-0.058135
shoes felt,10.000000,0.000216,0.001825,1.425868
shoes tongue,3.000000,0.000065,0.000626,0.438960
shoes tried,7.000000,0.000151,0.001331,0.922036
