Number of pairs,65209.000000
Number of unique pairs,8257
Average pair frequency,7.897420
Pair entropy,8.403745

Pair,Frequency,Proportion,Entropy Term,Mutual Information
time perfect,5.000000,0.000077,0.000727,0.989482
time need,4.000000,0.000061,0.000595,1.522184
time big,3.000000,0.000046,0.000459,0.702721
time little,4.000000,0.000061,0.000595,0.381339
time feel,3.000000,0.000046,0.000459,0.728393
time like,5.000000,0.000077,0.000727,0.254850
time long,4.000000,0.000061,0.000595,1.118027
time buying,4.000000,0.000061,0.000595,2.121805
time ive,11.000000,0.000169,0.001465,2.214262
time fit,5.000000,0.000077,0.000727,0.003830
time trying,3.000000,0.000046,0.000459,2.664892
time ordered,7.000000,0.000107,0.000981,1.536289
time home,3.000000,0.000046,0.000459,2.904564
time loves,3.000000,0.000046,0.000459,-0.310136
time hold,4.000000,0.000061,0.000595,2.227166
time comes,3.000000,0.000046,0.000459,3.086886
time brand,4.000000,0.000061,0.000595,1.898662
time good,5.000000,0.000077,0.000727,0.031706
time tell,12.000000,0.000184,0.001583,4.230234
time return,5.000000,0.000077,0.000727,1.944257
time ill,4.000000,0.000061,0.000595,2.786781
time try,4.000000,0.000061,0.000595,2.203635
time break,5.000000,0.000077,0.000727,2.490801
time finding,11.000000,0.000169,0.001465,4.411487
wore shoe,5.000000,0.000077,0.000727,0.426445
wore strap,3.000000,0.000046,0.000459,2.266723
wore time,7.000000,0.000107,0.000981,1.967072
wore wear,4.000000,0.000061,0.000595,0.438493
wore walking,6.000000,0.000092,0.000855,2.145770
wore shoes,18.000000,0.000276,0.002262,0.764340
wore comfortable,6.000000,0.000092,0.000855,0.241586
wore feet,5.000000,0.000077,0.000727,0.639164
wore hour,5.000000,0.000077,0.000727,3.347214
wore work,19.000000,0.000291,0.002372,1.997327
wore day,49.000000,0.000751,0.005405,3.231701
wore summer,4.000000,0.000061,0.000595,2.898909
wore started,3.000000,0.000046,0.000459,2.595227
wore pair,10.000000,0.000153,0.001347,1.525602
wore toes,4.000000,0.000061,0.000595,1.998879
wore hours,20.000000,0.000307,0.002481,3.514498
wore months,6.000000,0.000092,0.000855,2.378452
wore weeks,3.000000,0.000046,0.000459,2.394556
wore times,7.000000,0.000107,0.000981,3.693839
wore days,6.000000,0.000092,0.000855,2.806536
wore week,6.000000,0.000092,0.000855,2.977161
wore longer,3.000000,0.000046,0.000459,2.836389
wore couple,5.000000,0.000077,0.000727,3.163211
wore went,3.000000,0.000046,0.000459,2.721978
wore month,4.000000,0.000061,0.000595,2.770431
wore house,4.000000,0.000061,0.000595,3.981521
wore quickly,5.000000,0.000077,0.000727,3.624846
wore school,10.000000,0.000153,0.001347,3.362482
wore working,3.000000,0.000046,0.000459,2.441076
wore straight,5.000000,0.000077,0.000727,5.169745
wore twice,6.000000,0.000092,0.000855,4.946602
wore shift,4.000000,0.000061,0.000595,3.544803
bought shoe,12.000000,0.000184,0.001583,0.284608
bought love,5.000000,0.000077,0.000727,-0.481075
bought great,6.000000,0.000092,0.000855,-0.389303
bought time,4.000000,0.000061,0.000595,0.390150
bought wore,5.000000,0.000077,0.000727,1.269036
bought wear,14.000000,0.000215,0.001813,0.673950
bought walking,3.000000,0.000046,0.000459,0.435317
bought shoes,90.000000,0.001380,0.009089,1.356471
bought comfortable,7.000000,0.000107,0.000981,-0.621569
bought work,31.000000,0.000475,0.003637,1.469569
bought sandals,4.000000,0.000061,0.000595,1.081484
bought summer,3.000000,0.000046,0.000459,1.593921
bought skechers,22.000000,0.000337,0.002697,1.917428
bought really,5.000000,0.000077,0.000727,0.463560
bought size,73.000000,0.001119,0.007607,2.312352
bought larger,4.000000,0.000061,0.000595,1.753125
bought small,4.000000,0.000061,0.000595,0.829767
bought arch,3.000000,0.000046,0.000459,0.630377
bought half,6.000000,0.000092,0.000855,1.704672
bought smaller,6.000000,0.000092,0.000855,1.876241
bought pair,88.000000,0.001350,0.008918,2.683047
bought toes,3.000000,0.000046,0.000459,0.693891
bought big,11.000000,0.000169,0.001465,1.640441
bought little,5.000000,0.000077,0.000727,0.242919
bought pairs,29.000000,0.000445,0.003432,3.518100
bought like,5.000000,0.000077,0.000727,-0.106713
bought said,3.000000,0.000046,0.000459,1.290238
bought product,3.000000,0.000046,0.000459,1.096082
bought didnt,5.000000,0.000077,0.000727,1.356683
bought different,7.000000,0.000107,0.000981,2.025058
bought colors,6.000000,0.000092,0.000855,1.829235
bought months,10.000000,0.000153,0.001347,1.871972
bought loved,4.000000,0.000061,0.000595,0.965312
bought bigger,6.000000,0.000092,0.000855,2.425218
bought fit,7.000000,0.000107,0.000981,-0.021261
bought past,3.000000,0.000046,0.000459,2.271068
bought amazon,5.000000,0.000077,0.000727,1.862433
bought year,52.000000,0.000797,0.005689,3.171009
bought second,10.000000,0.000153,0.001347,2.314870
bought color,7.000000,0.000107,0.000981,1.840965
bought room,3.000000,0.000046,0.000459,2.096714
bought times,3.000000,0.000046,0.000459,1.829235
bought daughter,57.000000,0.000874,0.006156,2.514891
bought loves,20.000000,0.000307,0.002481,1.225421
bought friend,3.000000,0.000046,0.000459,2.948466
bought black,9.000000,0.000138,0.001227,2.522382
bought couple,3.000000,0.000046,0.000459,1.635079
bought wide,3.000000,0.000046,0.000459,0.338856
bought brand,5.000000,0.000077,0.000727,1.760242
bought trip,3.000000,0.000046,0.000459,3.195327
bought insoles,5.000000,0.000077,0.000727,2.197640
bought hoping,4.000000,0.000061,0.000595,2.512230
bought years,14.000000,0.000215,0.001813,2.584009
bought white,5.000000,0.000077,0.000727,2.403239
bought husband,25.000000,0.000383,0.003016,3.659269
bought wife,6.000000,0.000092,0.000855,3.046907
bought sneakers,3.000000,0.000046,0.000459,1.067095
bought womens,3.000000,0.000046,0.000459,3.046907
bought needed,3.000000,0.000046,0.000459,1.444389
bought ago,8.000000,0.000123,0.001105,3.300687
bought school,8.000000,0.000123,0.001105,2.122032
bought memory,3.000000,0.000046,0.000459,0.559130
bought online,4.000000,0.000061,0.000595,2.591011
bought reviews,3.000000,0.000046,0.000459,1.839491
bought mom,7.000000,0.000107,0.000981,3.827513
bought wears,3.000000,0.000046,0.000459,1.266708
bought store,9.000000,0.000138,0.001227,2.830683
bought balance,3.000000,0.000046,0.000459,2.948466
bought mother,4.000000,0.000061,0.000595,3.929296
bought job,3.000000,0.000046,0.000459,1.722854
bought old,43.000000,0.000659,0.004830,2.911372
bought insole,3.000000,0.000046,0.000459,1.669270
bought local,4.000000,0.000061,0.000595,3.267897
bought birthday,7.000000,0.000107,0.000981,3.547928
bought replace,4.000000,0.000061,0.000595,2.607540
bought gift,10.000000,0.000153,0.001347,3.443788
bought sketcher,4.000000,0.000061,0.000595,2.641441
bought lasted,4.000000,0.000061,0.000595,2.202075
bought sale,3.000000,0.000046,0.000459,3.523831
bought daughters,3.000000,0.000046,0.000459,2.443910
bought yr,7.000000,0.000107,0.000981,3.706152
bought son,26.000000,0.000399,0.003121,2.521597
bought boyfriend,4.000000,0.000061,0.000595,4.910125
bought active,3.000000,0.000046,0.000459,2.917695
bought grandson,10.000000,0.000153,0.001347,3.023055
bought granddaughter,15.000000,0.000230,0.001927,3.156106
bought twinkle,5.000000,0.000077,0.000727,2.690921
bought nieces,4.000000,0.000061,0.000595,4.910125
especially love,3.000000,0.000046,0.000459,1.227050
especially walking,4.000000,0.000061,0.000595,2.941949
especially feet,7.000000,0.000107,0.000981,2.177281
especially work,3.000000,0.000046,0.000459,1.353145
especially day,4.000000,0.000061,0.000595,1.927820
especially size,3.000000,0.000046,0.000459,1.339455
especially price,6.000000,0.000092,0.000855,3.179971
especially like,3.000000,0.000046,0.000459,1.601412
especially heels,4.000000,0.000061,0.000595,4.564126
especially memory,3.000000,0.000046,0.000459,2.778081
wear shoe,27.000000,0.000414,0.003225,0.488139
wear love,8.000000,0.000123,0.001105,-0.618471
wear great,11.000000,0.000169,0.001465,-0.390566
wear time,34.000000,0.000521,0.003941,1.922817
wear wore,4.000000,0.000061,0.000595,0.438493
wear bought,11.000000,0.000169,0.001465,0.432788
wear lot,10.000000,0.000153,0.001347,1.630879
wear walking,15.000000,0.000230,0.001927,1.437355
wear shoes,90.000000,0.001380,0.009089,0.749072
wear look,7.000000,0.000107,0.000981,0.364385
wear comfortable,25.000000,0.000383,0.003016,0.043997
wear feet,26.000000,0.000399,0.003121,0.663117
wear hour,11.000000,0.000169,0.001465,2.510966
wear work,100.000000,0.001534,0.009938,2.033353
wear day,213.000000,0.003266,0.018697,3.076468
wear style,4.000000,0.000061,0.000595,0.719207
wear sandals,14.000000,0.000215,0.001813,1.726847
wear super,3.000000,0.000046,0.000459,0.093070
wear summer,18.000000,0.000276,0.002262,2.778281
wear wearing,4.000000,0.000061,0.000595,-0.099920
wear skechers,22.000000,0.000337,0.002697,1.310028
wear issues,4.000000,0.000061,0.000595,1.951350
wear pain,4.000000,0.000061,0.000595,1.090539
wear happy,3.000000,0.000046,0.000459,0.103021
wear better,5.000000,0.000077,0.000727,0.679274
wear expected,3.000000,0.000046,0.000459,-0.004338
wear theyre,4.000000,0.000061,0.000595,0.597317
wear really,7.000000,0.000107,0.000981,0.192633
wear size,78.000000,0.001196,0.008048,1.771202
wear right,4.000000,0.000061,0.000595,0.390703
wear small,6.000000,0.000092,0.000855,0.627832
wear easy,5.000000,0.000077,0.000727,1.375986
wear support,4.000000,0.000061,0.000595,-0.114105
wear hurt,4.000000,0.000061,0.000595,0.836990
wear half,4.000000,0.000061,0.000595,0.691808
wear pair,15.000000,0.000230,0.001927,0.306362
wear tight,3.000000,0.000046,0.000459,0.351482
wear open,3.000000,0.000046,0.000459,2.548707
wear toe,6.000000,0.000092,0.000855,0.342971
wear toes,8.000000,0.000123,0.001105,1.067321
wear unfortunately,3.000000,0.000046,0.000459,1.746360
wear stretched,3.000000,0.000046,0.000459,2.280443
wear perfect,11.000000,0.000169,0.001465,0.808977
wear big,13.000000,0.000199,0.001699,1.200096
wear little,9.000000,0.000138,0.001227,0.223307
wear high,3.000000,0.000046,0.000459,0.939269
wear pairs,8.000000,0.000123,0.001105,1.622846
wear like,7.000000,0.000107,0.000981,-0.377640
wear walk,9.000000,0.000138,0.001227,1.383954
wear long,39.000000,0.000598,0.004439,2.426332
wear sole,3.000000,0.000046,0.000459,0.238459
wear inside,3.000000,0.000046,0.000459,0.994619
wear ive,4.000000,0.000061,0.000595,0.233699
wear regular,4.000000,0.000061,0.000595,2.034042
wear worn,3.000000,0.000046,0.000459,-0.019197
wear hours,36.000000,0.000552,0.004142,2.477579
wear different,3.000000,0.000046,0.000459,0.570361
wear months,5.000000,0.000077,0.000727,0.571426
wear foot,8.000000,0.000123,0.001105,0.428058
wear know,5.000000,0.000077,0.000727,1.267773
wear going,5.000000,0.000077,0.000727,1.397648
wear did,4.000000,0.000061,0.000595,0.541526
wear maybe,3.000000,0.000046,0.000459,1.489315
wear heel,3.000000,0.000046,0.000459,0.326164
wear fit,24.000000,0.000368,0.002910,0.603483
wear say,4.000000,0.000061,0.000595,1.131641
wear office,3.000000,0.000046,0.000459,2.474599
wear dress,4.000000,0.000061,0.000595,2.310296
wear pretty,4.000000,0.000061,0.000595,0.634900
wear short,6.000000,0.000092,0.000855,2.195885
wear problem,4.000000,0.000061,0.000595,1.038239
wear far,3.000000,0.000046,0.000459,0.408640
wear year,4.000000,0.000061,0.000595,-0.001339
wear ordered,30.000000,0.000460,0.003535,2.022613
wear way,6.000000,0.000092,0.000855,1.092779
wear usually,3.000000,0.000046,0.000459,0.706937
wear nice,4.000000,0.000061,0.000595,-0.252904
wear times,4.000000,0.000061,0.000595,1.509518
wear days,11.000000,0.000169,0.001465,1.787966
wear daughter,6.000000,0.000092,0.000855,-0.343800
wear week,5.000000,0.000077,0.000727,1.170134
wear br,3.000000,0.000046,0.000459,0.523599
wear longer,9.000000,0.000138,0.001227,2.310296
wear couple,6.000000,0.000092,0.000855,1.720827
wear wide,17.000000,0.000261,0.002151,1.466058
wear everyday,22.000000,0.000337,0.002697,3.380393
wear running,5.000000,0.000077,0.000727,1.450094
wear large,4.000000,0.000061,0.000595,0.831795
wear perfectly,3.000000,0.000046,0.000459,0.676904
wear sock,4.000000,0.000061,0.000595,3.455428
wear brand,8.000000,0.000123,0.001105,1.622846
wear went,3.000000,0.000046,0.000459,1.097273
wear good,15.000000,0.000230,0.001927,0.161356
wear hard,3.000000,0.000046,0.000459,0.285342
wear purchased,4.000000,0.000061,0.000595,0.634900
wear thicker,5.000000,0.000077,0.000727,3.139575
wear use,3.000000,0.000046,0.000459,0.413176
wear fits,6.000000,0.000092,0.000855,1.040365
wear house,6.000000,0.000092,0.000855,2.762281
wear comfortably,10.000000,0.000153,0.001347,2.806083
wear stretch,5.000000,0.000077,0.000727,2.098121
wear stand,4.000000,0.000061,0.000595,1.737776
wear periods,5.000000,0.000077,0.000727,3.098753
wear casual,5.000000,0.000077,0.000727,2.054949
wear slightly,3.000000,0.000046,0.000459,1.462998
wear problems,3.000000,0.000046,0.000459,1.364152
wear heels,7.000000,0.000107,0.000981,2.297392
wear sneakers,8.000000,0.000123,0.001105,1.440525
wear return,3.000000,0.000046,0.000459,0.464469
wear extremely,4.000000,0.000061,0.000595,1.242455
wear needed,3.000000,0.000046,0.000459,0.836990
wear weather,4.000000,0.000061,0.000595,2.762281
wear minutes,4.000000,0.000061,0.000595,2.597978
wear quickly,9.000000,0.000138,0.001227,2.587927
wear away,4.000000,0.000061,0.000595,1.737776
wear width,9.000000,0.000138,0.001227,2.186917
wear dressy,5.000000,0.000077,0.000727,2.488987
wear outside,4.000000,0.000061,0.000595,2.223284
wear normal,4.000000,0.000061,0.000595,1.551190
wear run,6.000000,0.000092,0.000855,0.833524
wear capris,3.000000,0.000046,0.000459,3.727362
wear gym,4.000000,0.000061,0.000595,3.204113
wear school,26.000000,0.000399,0.003121,2.693288
wear daily,12.000000,0.000184,0.001583,2.823650
wear memory,3.000000,0.000046,0.000459,-0.048269
wear reading,4.000000,0.000061,0.000595,2.875609
wear reviews,5.000000,0.000077,0.000727,1.742918
wear based,3.000000,0.000046,0.000459,2.405606
wear dresses,6.000000,0.000092,0.000855,3.666737
wear jeans,5.000000,0.000077,0.000727,2.950333
wear ankle,3.000000,0.000046,0.000459,1.544123
wear pants,6.000000,0.000092,0.000855,3.281074
wear socks,38.000000,0.000583,0.004340,3.478243
wear flats,4.000000,0.000061,0.000595,3.321896
wear working,3.000000,0.000046,0.000459,0.816371
wear thinner,4.000000,0.000061,0.000595,3.696590
wear tear,9.000000,0.000138,0.001227,3.909683
wear apart,3.000000,0.000046,0.000459,0.802857
wear anymore,3.000000,0.000046,0.000459,2.045603
wear kids,3.000000,0.000046,0.000459,0.916454
wear hrs,3.000000,0.000046,0.000459,2.143241
wear entire,3.000000,0.000046,0.000459,2.671309
wear play,4.000000,0.000061,0.000595,2.568125
wear boots,4.000000,0.000061,0.000595,0.441996
wear heavy,4.000000,0.000061,0.000595,1.117751
wear till,3.000000,0.000046,0.000459,3.321896
wear steel,6.000000,0.000092,0.000855,1.381956
wear shift,3.000000,0.000046,0.000459,1.632416
wear shirt,3.000000,0.000046,0.000459,4.197365
wear uniform,3.000000,0.000046,0.000459,2.587927
wear orthotics,4.000000,0.000061,0.000595,3.529536
vacation lot,3.000000,0.000046,0.000459,4.340307
doing lot,5.000000,0.000077,0.000727,4.922592
doing walking,5.000000,0.000077,0.000727,4.323603
doing research,3.000000,0.000046,0.000459,8.405369
lot time,6.000000,0.000092,0.000855,2.089015
lot wear,4.000000,0.000061,0.000595,0.714588
lot walking,19.000000,0.000291,0.002372,3.574544
lot shoes,14.000000,0.000215,0.001813,0.789120
lot comfortable,6.000000,0.000092,0.000855,0.517681
lot feet,9.000000,0.000138,0.001227,1.503045
lot work,16.000000,0.000245,0.002040,2.101571
lot pain,7.000000,0.000107,0.000981,3.550954
lot compliments,4.000000,0.000061,0.000595,3.900940
lot better,7.000000,0.000107,0.000981,2.916546
lot support,4.000000,0.000061,0.000595,1.786695
lot pair,4.000000,0.000061,0.000595,0.885406
lot did,3.000000,0.000046,0.000459,2.154643
lot use,5.000000,0.000077,0.000727,2.824801
lot weight,3.000000,0.000046,0.000459,2.832406
lot problems,3.000000,0.000046,0.000459,3.264952
lot standing,5.000000,0.000077,0.000727,3.969933
lot cushion,5.000000,0.000077,0.000727,3.643718
lot trouble,5.000000,0.000077,0.000727,4.960332
lot coming,3.000000,0.000046,0.000459,3.815783
walking shoe,6.000000,0.000092,0.000855,0.285873
walking love,9.000000,0.000138,0.001227,0.801123
walking great,3.000000,0.000046,0.000459,-0.388038
walking lot,5.000000,0.000077,0.000727,2.239543
walking shoes,24.000000,0.000368,0.002910,0.729128
walking comfortable,3.000000,0.000046,0.000459,-0.774455
walking feet,4.000000,0.000061,0.000595,0.093127
walking work,8.000000,0.000123,0.001105,0.809436
walking day,12.000000,0.000184,0.001583,1.501894
walking little,3.000000,0.000046,0.000459,0.426506
walking long,8.000000,0.000123,0.001105,2.144023
walking distances,5.000000,0.000077,0.000727,4.729068
walking didnt,3.000000,0.000046,0.000459,1.540270
walking foot,4.000000,0.000061,0.000595,1.036723
walking going,3.000000,0.000046,0.000459,2.188634
walking fit,3.000000,0.000046,0.000459,-0.174147
walking yoga,3.000000,0.000046,0.000459,3.642879
walking air,28.000000,0.000429,0.003329,5.430184
walking running,4.000000,0.000061,0.000595,2.528762
walking good,4.000000,0.000061,0.000595,0.141412
walking standing,11.000000,0.000169,0.001465,4.159402
walking marshmallows,3.000000,0.000046,0.000459,5.722320
walking dog,3.000000,0.000046,0.000459,5.029173
walking uneven,4.000000,0.000061,0.000595,5.450386
walking ground,4.000000,0.000061,0.000595,4.400564
walking pillows,13.000000,0.000199,0.001699,5.741738
walking wet,4.000000,0.000061,0.000595,3.105837
walking cloud,18.000000,0.000276,0.002262,6.010002
walking clouds,28.000000,0.000429,0.003329,5.941009
walking pillow,3.000000,0.000046,0.000459,5.499177
walking concrete,7.000000,0.000107,0.000981,3.721806
walking floors,4.000000,0.000061,0.000595,3.162190
walking snow,4.000000,0.000061,0.000595,4.757239
walking stairs,3.000000,0.000046,0.000459,5.162704
walking cement,3.000000,0.000046,0.000459,4.911390
felt great,14.000000,0.000215,0.001813,2.439945
